index,latitude,longitude,elevation,hourly.time,hourly.temperature_2m,hourly.relative_humidity_2m,hourly.dew_point_2m,hourly.apparent_temperature,hourly.precipitation,hourly.rain,hourly.snowfall,hourly.snow_depth,hourly.weather_code,hourly.pressure_msl,hourly.surface_pressure,hourly.cloud_cover,hourly.cloud_cover_low,hourly.cloud_cover_mid,hourly.cloud_cover_high,hourly.et0_fao_evapotranspiration,hourly.vapour_pressure_deficit,hourly.wind_speed_10m,hourly.wind_speed_100m,hourly.wind_direction_10m,hourly.wind_direction_100m,hourly.wind_gusts_10m,hourly.soil_temperature_0_to_7cm,hourly.soil_temperature_7_to_28cm,hourly.soil_temperature_28_to_100cm,hourly.soil_temperature_100_to_255cm,hourly.soil_moisture_0_to_7cm,hourly.soil_moisture_7_to_28cm,hourly.soil_moisture_28_to_100cm,hourly.soil_moisture_100_to_255cm,hourly.is_day,hourly.sunshine_duration,hourly.shortwave_radiation,hourly.direct_radiation,hourly.diffuse_radiation,hourly.direct_normal_irradiance,hourly.global_tilted_irradiance,hourly.terrestrial_radiation,hourly.shortwave_radiation_instant,hourly.direct_radiation_instant,hourly.diffuse_radiation_instant,hourly.direct_normal_irradiance_instant,hourly.global_tilted_irradiance_instant,hourly.terrestrial_radiation_instant,fwix,ffmc,dmc,dc,isi,bui
2231,41.159927,-7.339081,469.0,2019-05-26 00:00:00,16.0,70,10.6,15.0,0.0,0.0,0.0,0.0,0,1021.1,966.3,0,0,0,0,0.02,0.54,8.0,15.6,8,23,28.1,19.7,21.1,16.0,11.8,0.08,0.166,0.215,0.285,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2230,41.159927,-7.339081,469.0,2019-05-26 01:00:00,15.8,70,10.4,15.2,0.0,0.0,0.0,0.0,0,1021.4,966.6,0,0,0,0,0.0,0.53,4.8,14.4,27,37,22.7,18.4,20.9,16.0,11.8,0.08,0.166,0.215,0.285,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2229,41.159927,-7.339081,469.0,2019-05-26 02:00:00,15.0,71,9.9,14.2,0.0,0.0,0.0,0.0,0,1021.5,966.5,0,0,0,0,0.01,0.49,5.6,14.7,50,54,19.1,17.3,20.7,16.0,11.8,0.08,0.166,0.215,0.285,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2228,41.159927,-7.339081,469.0,2019-05-26 03:00:00,14.4,68,8.7,13.3,0.0,0.0,0.0,0.0,0,1021.6,966.5,0,0,0,0,0.01,0.52,5.5,15.2,67,68,19.1,16.4,20.5,16.0,11.8,0.08,0.166,0.215,0.285,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2227,41.159927,-7.339081,469.0,2019-05-26 04:00:00,13.6,64,7.0,12.0,0.0,0.0,0.0,0.0,0,1021.8,966.6,0,0,0,0,0.01,0.56,5.7,14.1,72,71,19.1,15.6,20.2,16.0,11.8,0.08,0.166,0.215,0.285,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2226,41.159927,-7.339081,469.0,2019-05-26 05:00:00,12.8,63,5.9,10.9,0.0,0.0,0.0,0.0,0,1022.1,966.7,0,0,0,0,0.01,0.55,5.9,12.1,76,73,18.7,14.8,20.0,16.0,11.8,0.08,0.166,0.215,0.285,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2225,41.159927,-7.339081,469.0,2019-05-26 06:00:00,14.0,57,5.5,12.0,0.0,0.0,0.0,0.0,0,1022.3,967.1,0,0,0,0,0.03,0.69,5.5,10.6,67,66,18.0,14.6,19.7,16.0,11.8,0.08,0.166,0.215,0.285,1,1227.33,37.0,17.0,20.0,148.9,37.0,93.1,82.6,38.0,44.7,243.5,50.5,207.9,,,,,,
2224,41.159927,-7.339081,469.0,2019-05-26 07:00:00,15.2,51,5.1,12.9,0.0,0.0,0.0,0.0,0,1022.7,967.7,0,0,0,0,0.12,0.85,7.4,10.0,76,75,21.6,15.7,19.4,16.0,11.8,0.08,0.166,0.215,0.285,1,3600.0,186.0,122.0,64.0,492.5,186.0,330.3,254.8,167.1,87.7,492.5,254.8,452.5,,,,,,
2223,41.159927,-7.339081,469.0,2019-05-26 08:00:00,16.8,46,5.2,14.4,0.0,0.0,0.0,0.0,0,1022.2,967.5,0,0,0,0,0.22,1.02,8.4,10.6,80,80,24.8,17.7,19.3,16.1,11.8,0.08,0.166,0.215,0.285,1,3600.0,376.0,288.0,88.0,671.8,376.0,571.6,452.4,346.5,105.9,671.8,452.4,687.7,,,,,,
2222,41.159927,-7.339081,469.0,2019-05-26 09:00:00,18.7,43,5.7,16.5,0.0,0.0,0.0,0.0,0,1021.8,967.5,0,0,0,0,0.34,1.23,8.0,10.2,72,72,25.6,20.2,19.2,16.1,11.8,0.08,0.166,0.215,0.285,1,3600.0,567.0,461.0,106.0,772.8,567.0,795.4,639.8,520.2,119.6,772.8,639.8,897.5,,,,,,
2221,41.159927,-7.339081,469.0,2019-05-26 10:00:00,20.7,39,6.1,19.8,0.0,0.0,0.0,0.0,0,1021.0,967.1,0,0,0,0,0.46,1.5,7.0,8.7,69,66,25.6,23.0,19.3,16.1,11.8,0.08,0.166,0.215,0.285,1,3600.0,733.0,615.0,118.0,831.2,733.0,986.5,793.4,665.6,127.7,831.2,793.4,1067.7,,,,,,
2220,41.159927,-7.339081,469.0,2019-05-26 11:00:00,22.8,35,6.3,23.0,0.0,0.0,0.0,0.0,0,1020.2,966.7,0,0,0,0,0.56,1.81,5.4,7.2,37,37,24.5,26.0,19.4,16.1,11.8,0.08,0.165,0.215,0.285,1,3600.0,862.0,736.0,126.0,867.0,862.0,1131.9,903.7,771.6,132.1,867.0,903.7,1186.6,,,,,,
2219,41.159927,-7.339081,469.0,2019-05-26 12:00:00,24.0,32,6.5,24.7,0.0,0.0,0.0,0.0,0,1020.0,966.7,0,0,0,0,0.63,2.01,5.4,7.2,360,360,24.1,28.9,19.7,16.1,11.8,0.08,0.165,0.214,0.285,1,3600.0,942.0,812.0,130.0,886.2,942.0,1221.6,961.0,828.4,132.6,886.2,961.0,1246.2,,,,,,
2218,41.159927,-7.339081,469.0,2019-05-26 13:00:00,26.5,28,6.3,26.9,0.0,0.0,0.0,0.0,0,1019.0,966.2,0,0,0,0,0.68,2.5,7.8,9.6,338,340,25.6,31.2,20.1,16.1,11.8,0.08,0.165,0.214,0.285,1,3600.0,965.0,834.0,131.0,889.7,965.0,1249.7,959.4,829.2,130.2,889.7,959.4,1242.4,,,,,,
2217,41.159927,-7.339081,469.0,2019-05-26 14:00:00,28.0,25,6.1,28.0,0.0,0.0,0.0,0.0,0,1018.0,965.5,0,0,0,0,0.69,2.84,9.0,11.6,331,334,28.1,32.9,20.5,16.1,11.8,0.08,0.165,0.214,0.285,1,3600.0,932.0,803.0,129.0,881.7,932.0,1214.1,902.4,777.5,124.9,881.7,902.4,1175.5,,,,,,
2216,41.159927,-7.339081,469.0,2019-05-26 15:00:00,29.1,24,6.7,28.4,0.0,0.0,0.0,0.0,0,1017.1,964.8,0,0,0,0,0.65,3.04,10.4,13.6,326,328,29.9,33.9,20.9,16.1,11.8,0.08,0.165,0.214,0.285,1,3600.0,844.0,720.0,124.0,859.0,844.0,1117.4,793.1,676.6,116.5,859.0,793.1,1050.1,,,,,,
2215,41.159927,-7.339081,469.0,2019-05-26 16:00:00,29.6,22,5.5,27.2,0.0,0.0,0.0,0.0,0,1016.3,964.2,0,0,0,0,0.59,3.23,14.5,19.0,330,331,36.4,34.0,21.4,16.1,11.9,0.08,0.165,0.214,0.285,1,3600.0,708.0,593.0,115.0,818.3,708.0,966.2,641.0,536.9,104.1,818.3,641.0,874.7,,,,,,
2214,41.159927,-7.339081,469.0,2019-05-26 17:00:00,28.8,23,5.7,25.1,0.0,0.0,0.0,0.0,0,1016.1,963.8,0,0,0,0,0.5,3.04,17.6,23.5,329,331,43.6,33.3,21.8,16.2,11.9,0.08,0.164,0.214,0.285,1,3600.0,537.0,435.0,102.0,752.5,537.0,770.6,460.8,373.3,87.5,752.5,460.8,661.3,,,,,,
