index,index.1,latitude,longitude,elevation,hourly.time,hourly.temperature_2m,hourly.relative_humidity_2m,hourly.dew_point_2m,hourly.apparent_temperature,hourly.precipitation,hourly.rain,hourly.snowfall,hourly.snow_depth,hourly.weather_code,hourly.pressure_msl,hourly.surface_pressure,hourly.cloud_cover,hourly.cloud_cover_low,hourly.cloud_cover_mid,hourly.cloud_cover_high,hourly.et0_fao_evapotranspiration,hourly.vapour_pressure_deficit,hourly.wind_speed_10m,hourly.wind_speed_100m,hourly.wind_direction_10m,hourly.wind_direction_100m,hourly.wind_gusts_10m,hourly.soil_temperature_0_to_7cm,hourly.soil_temperature_7_to_28cm,hourly.soil_temperature_28_to_100cm,hourly.soil_temperature_100_to_255cm,hourly.soil_moisture_0_to_7cm,hourly.soil_moisture_7_to_28cm,hourly.soil_moisture_28_to_100cm,hourly.soil_moisture_100_to_255cm,hourly.is_day,hourly.sunshine_duration,hourly.shortwave_radiation,hourly.direct_radiation,hourly.diffuse_radiation,hourly.direct_normal_irradiance,hourly.global_tilted_irradiance,hourly.terrestrial_radiation,hourly.shortwave_radiation_instant,hourly.direct_radiation_instant,hourly.diffuse_radiation_instant,hourly.direct_normal_irradiance_instant,hourly.global_tilted_irradiance_instant,hourly.terrestrial_radiation_instant,fwix,ffmc,dmc,dc,isi,bui
2231,2231,41.792618,-8.217407,533.0,2008-05-28 00:00:00,8.9,94,8.0,7.5,0.0,0.0,0.0,0.0,3,1010.3,947.5,100,100,20,0,0.0,0.07,5.6,9.7,225,255,13.0,11.3,13.3,12.4,10.9,0.418,0.422,0.425,0.415,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2230,2230,41.792618,-8.217407,533.0,2008-05-28 01:00:00,9.0,93,8.0,7.5,0.0,0.0,0.0,0.0,3,1010.2,947.4,100,100,56,0,0.0,0.08,6.7,11.3,216,243,14.8,11.2,13.2,12.4,10.9,0.418,0.421,0.425,0.415,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2229,2229,41.792618,-8.217407,533.0,2008-05-28 02:00:00,9.1,93,8.0,7.6,0.0,0.0,0.0,0.0,3,1010.1,947.4,100,100,65,0,0.0,0.08,7.2,12.4,217,234,18.4,11.1,13.0,12.4,10.9,0.418,0.421,0.425,0.415,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2228,2228,41.792618,-8.217407,533.0,2008-05-28 03:00:00,9.2,94,8.3,7.7,0.1,0.1,0.0,0.0,51,1009.9,947.2,100,100,66,0,0.0,0.07,7.6,13.5,211,228,20.2,11.1,12.9,12.4,10.9,0.419,0.421,0.425,0.415,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2227,2227,41.792618,-8.217407,533.0,2008-05-28 04:00:00,9.0,96,8.5,7.4,0.6,0.6,0.0,0.0,53,1009.9,947.2,100,100,96,0,0.0,0.04,8.0,13.8,207,223,20.2,11.0,12.7,12.4,10.9,0.423,0.421,0.425,0.415,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2226,2226,41.792618,-8.217407,533.0,2008-05-28 05:00:00,8.8,98,8.5,7.2,0.5,0.5,0.0,0.0,53,1010.0,947.2,100,100,80,0,0.0,0.02,8.4,14.4,200,217,19.8,10.9,12.6,12.4,10.9,0.425,0.421,0.425,0.415,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2225,2225,41.792618,-8.217407,533.0,2008-05-28 06:00:00,9.1,99,9.0,7.7,0.7,0.7,0.0,0.0,53,1010.6,947.8,100,99,85,0,0.01,0.01,7.9,13.8,196,213,20.9,11.0,12.5,12.4,10.9,0.427,0.422,0.425,0.415,1,0.0,7.0,3.0,4.0,26.6,7.0,91.2,15.7,6.7,9.0,43.8,9.5,204.3,,,,,,
2224,2224,41.792618,-8.217407,533.0,2008-05-28 07:00:00,10.0,97,9.5,8.6,0.3,0.3,0.0,0.0,51,1011.0,948.4,100,99,93,0,0.03,0.04,8.5,14.4,208,217,28.1,11.3,12.4,12.4,10.9,0.426,0.423,0.425,0.415,1,0.0,36.0,8.0,28.0,32.8,36.0,324.9,49.4,11.0,38.4,32.8,49.4,445.5,,,,,,
2223,2223,41.792618,-8.217407,533.0,2008-05-28 08:00:00,10.8,94,9.8,9.4,0.4,0.4,0.0,0.0,51,1011.3,948.9,100,93,63,0,0.05,0.08,9.5,14.8,217,223,29.5,11.9,12.4,12.4,10.9,0.428,0.424,0.424,0.415,1,611.34,84.0,34.0,50.0,80.4,84.0,563.4,101.2,40.9,60.2,80.4,101.2,678.6,,,,,,
2222,2222,41.792618,-8.217407,533.0,2008-05-28 09:00:00,11.8,86,9.6,10.0,0.9,0.9,0.0,0.0,53,1011.3,949.1,100,79,52,0,0.1,0.19,11.5,16.3,224,225,32.4,12.6,12.4,12.4,10.9,0.429,0.425,0.424,0.415,1,2878.83,182.0,92.0,90.0,156.0,182.0,785.7,205.6,103.9,101.7,156.0,205.6,887.6,,,,,,
2221,2221,41.792618,-8.217407,533.0,2008-05-28 10:00:00,11.9,84,9.4,9.9,0.5,0.5,0.0,0.0,53,1011.6,949.4,58,23,59,8,0.14,0.22,12.5,17.1,224,226,35.6,13.1,12.4,12.4,10.9,0.428,0.427,0.424,0.415,1,2700.51,284.0,110.0,174.0,150.0,284.0,976.7,307.7,119.2,188.5,150.0,307.7,1058.3,,,,,,
2220,2220,41.792618,-8.217407,533.0,2008-05-28 11:00:00,12.2,84,9.5,10.2,1.1,1.1,0.0,0.0,55,1011.3,949.2,100,100,72,21,0.15,0.23,13.2,18.1,227,229,38.9,13.5,12.5,12.4,10.9,0.428,0.428,0.425,0.416,1,1935.26,296.0,105.0,191.0,124.5,296.0,1123.3,310.7,110.2,200.5,124.5,310.7,1179.1,,,,,,
2219,2219,41.792618,-8.217407,533.0,2008-05-28 12:00:00,13.6,82,10.6,11.9,0.2,0.2,0.0,0.0,51,1012.0,950.1,78,37,53,44,0.28,0.28,15.6,22.1,232,233,40.3,14.8,12.7,12.4,10.9,0.425,0.428,0.425,0.416,1,3600.0,620.0,343.0,277.0,375.9,620.0,1215.5,633.4,350.4,283.0,375.9,633.4,1241.8,,,,,,
2218,2218,41.792618,-8.217407,533.0,2008-05-28 13:00:00,13.8,79,10.1,11.4,0.2,0.2,0.0,0.0,51,1012.0,950.1,86,38,53,66,0.22,0.34,16.9,23.6,230,231,42.5,15.3,12.8,12.4,10.9,0.423,0.427,0.425,0.416,1,3454.25,437.0,164.0,273.0,175.1,437.0,1247.2,435.2,163.3,271.9,175.1,435.2,1242.0,,,,,,
