index,latitude,longitude,elevation,hourly.time,hourly.temperature_2m,hourly.relative_humidity_2m,hourly.dew_point_2m,hourly.apparent_temperature,hourly.precipitation,hourly.rain,hourly.snowfall,hourly.snow_depth,hourly.weather_code,hourly.pressure_msl,hourly.surface_pressure,hourly.cloud_cover,hourly.cloud_cover_low,hourly.cloud_cover_mid,hourly.cloud_cover_high,hourly.et0_fao_evapotranspiration,hourly.vapour_pressure_deficit,hourly.wind_speed_10m,hourly.wind_speed_100m,hourly.wind_direction_10m,hourly.wind_direction_100m,hourly.wind_gusts_10m,hourly.soil_temperature_0_to_7cm,hourly.soil_temperature_7_to_28cm,hourly.soil_temperature_28_to_100cm,hourly.soil_temperature_100_to_255cm,hourly.soil_moisture_0_to_7cm,hourly.soil_moisture_7_to_28cm,hourly.soil_moisture_28_to_100cm,hourly.soil_moisture_100_to_255cm,hourly.is_day,hourly.sunshine_duration,hourly.shortwave_radiation,hourly.direct_radiation,hourly.diffuse_radiation,hourly.direct_normal_irradiance,hourly.global_tilted_irradiance,hourly.terrestrial_radiation,hourly.shortwave_radiation_instant,hourly.direct_radiation_instant,hourly.diffuse_radiation_instant,hourly.direct_normal_irradiance_instant,hourly.global_tilted_irradiance_instant,hourly.terrestrial_radiation_instant,fwix,ffmc,dmc,dc,isi,bui
2231,41.159927,-7.339081,835.0,2001-05-04 00:00:00,5.2,77,1.5,2.1,0.0,0.0,0.0,0.0,2,1012.4,914.7,50,0,84,0,0.01,0.2,8.7,14.9,336,345,19.1,6.5,8.9,8.8,8.5,0.296,0.276,0.301,0.396,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2230,41.159927,-7.339081,835.0,2001-05-04 01:00:00,3.9,85,1.6,0.9,0.0,0.0,0.0,0.0,0,1012.0,913.9,11,2,15,0,0.0,0.12,8.0,13.2,333,343,17.3,5.8,8.7,8.8,8.5,0.295,0.276,0.301,0.396,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2229,41.159927,-7.339081,835.0,2001-05-04 02:00:00,3.0,88,1.2,-0.1,0.0,0.0,0.0,0.0,0,1011.7,913.3,10,0,16,0,0.0,0.09,8.3,13.1,326,339,16.6,5.1,8.5,8.8,8.5,0.295,0.276,0.301,0.396,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2228,41.159927,-7.339081,835.0,2001-05-04 03:00:00,2.5,89,0.9,-0.5,0.0,0.0,0.0,0.0,1,1011.9,913.4,40,3,62,0,0.0,0.08,7.2,11.4,323,336,16.2,4.6,8.3,8.8,8.5,0.295,0.276,0.301,0.396,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2227,41.159927,-7.339081,835.0,2001-05-04 04:00:00,2.3,89,0.7,-0.6,0.0,0.0,0.0,0.0,2,1011.7,913.1,55,6,83,0,0.0,0.08,6.6,9.7,319,333,15.5,4.2,8.0,8.7,8.5,0.294,0.276,0.301,0.396,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2226,41.159927,-7.339081,835.0,2001-05-04 05:00:00,2.2,90,0.8,-0.6,0.0,0.0,0.0,0.0,2,1011.9,913.3,56,23,59,0,0.0,0.07,6.1,9.4,315,328,15.1,4.0,7.8,8.7,8.5,0.294,0.276,0.301,0.396,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2225,41.159927,-7.339081,835.0,2001-05-04 06:00:00,1.9,92,0.8,-0.8,0.0,0.0,0.0,0.0,2,1012.3,913.5,71,40,57,3,0.01,0.05,4.8,9.5,312,323,14.8,3.9,7.6,8.7,8.5,0.294,0.276,0.301,0.396,1,0.0,9.0,2.0,7.0,23.3,9.0,56.4,21.3,4.7,16.5,47.7,10.4,133.2,,,,,,
2224,41.159927,-7.339081,835.0,2001-05-04 07:00:00,4.9,86,2.7,2.4,0.0,0.0,0.0,0.0,3,1012.4,914.6,94,59,51,33,0.04,0.12,5.4,8.9,307,320,16.9,5.3,7.4,8.7,8.5,0.294,0.276,0.301,0.396,1,3600.0,92.0,35.0,57.0,180.8,92.0,260.6,136.8,52.1,84.8,180.8,136.8,387.6,,,,,,
2223,41.159927,-7.339081,835.0,2001-05-04 08:00:00,7.5,71,2.5,4.2,0.0,0.0,0.0,0.0,3,1012.6,915.6,100,90,41,37,0.1,0.31,11.0,14.8,337,337,23.4,8.3,7.5,8.7,8.5,0.293,0.277,0.301,0.396,1,3600.0,211.0,106.0,105.0,278.9,211.0,511.6,260.8,131.0,129.8,278.9,260.8,632.3,,,,,,
2222,41.159927,-7.339081,835.0,2001-05-04 09:00:00,8.9,65,2.7,4.9,0.0,0.0,0.0,0.0,3,1012.6,916.1,95,90,24,0,0.15,0.4,15.7,21.7,349,349,36.7,9.6,7.7,8.7,8.5,0.292,0.276,0.301,0.396,1,3600.0,320.0,158.0,162.0,285.7,320.0,744.3,365.6,180.5,185.1,285.7,365.6,850.4,,,,,,
